421986,59918,15,35
402786,59918,15,35
425314,59918,15,35
471394,59918,15,35
414818,59918,15,35
428130,59918,15,35
437346,59918,15,35
399458,59918,15,35
430434,59918,15,35
458594,59922,15,35
469346,59922,15,35
455010,59922,15,35
419170,59922,15,35
463970,59922,15,35
473442,59922,15,35
424032,59924,15,35
399458,59924,15,35
430434,59924,15,35
397666,59924,15,35
473954,59925,15,35
440674,59925,15,35
439906,59925,15,35
419682,59925,15,35
424032,59925,15,35
422754,59925,15,35
470370,59925,15,35
421986,59925,15,35
402786,59925,15,35
425314,59925,15,35
471394,59925,15,35
414818,59925,15,35
428130,59925,15,35
437346,59925,15,35
399458,59925,15,35
430434,59925,15,35
458594,59929,15,35
469346,59929,15,35
419170,59929,15,35
463970,59929,15,35
473442,59929,15,35
424032,59931,15,35
399458,59931,15,35
430434,59931,15,35
397666,59931,15,35
473954,59932,15,35
440674,59932,15,35
439906,59932,15,35
419682,59932,15,35
424032,59932,15,35
422754,59932,15,35
470370,59932,15,35
421986,59932,15,35
402786,59932,15,35
425314,59932,15,35
471394,59932,15,35
414818,59932,15,35
428130,59932,15,35
437346,59932,15,35
399458,59932,15,35
430434,59932,15,35
392802,59935,15,35
458594,59936,15,35
469346,59936,15,35
419170,59936,15,35
463970,59936,15,35
424032,59938,15,35
399458,59938,15,35
430434,59938,15,35
397666,59938,15,35
473954,59939,15,35
440674,59939,15,35
439906,59939,15,35
419682,59939,15,35
424032,59939,15,35
422754,59939,15,35
470370,59939,15,35
421986,59939,15,35
402786,59939,15,35
425314,59939,15,35
471394,59939,15,35
414818,59939,15,35
428130,59939,15,35
437346,59939,15,35
399458,59939,15,35
430434,59939,15,35
